band,time_s,relative_frequency_hz,linear_trend_hz,phase_fit_rms_rad
6 m,144.499998,0.11921384185552597,0.05361498147249222,0.18533602755451326
6 m,144.749998,0.1565435528755188,0.053117819130420685,0.15839258086077207
6 m,144.999998,0.18422896414995193,0.052620649337768555,0.09392837403544714
6 m,145.249998,0.1921660304069519,0.05212348699569702,0.05996501688019751
6 m,145.499998,0.1843479499220848,0.05162632465362549,0.06431989709708942
6 m,145.749998,0.1754319667816162,0.051129162311553955,0.05813630161959909
6 m,145.999998,0.16524580121040344,0.05063199996948242,0.08034175549503825
6 m,146.249998,0.13205082714557648,0.05013483017683029,0.1586235375953017
6 m,146.499998,0.0834493488073349,0.04963766783475876,0.2104124009302612
6 m,146.749998,0.03940417617559433,0.049140505492687225,0.22895730729330688
6 m,146.999998,0.00249287486076355,0.04864334315061569,0.20288628474233708
6 m,147.249998,-0.030461549758911133,0.04814618080854416,0.14432072504016547
6 m,147.499998,-0.04443668574094772,0.04764901101589203,0.09172306150166609
6 m,147.749998,-0.01334495097398758,0.047151848673820496,0.217521551539971
6 m,147.999998,0.06404154747724533,0.04665468633174896,0.3539089125297009
6 m,148.249998,0.1560158133506775,0.04615752398967743,0.4297105549077134
6 m,148.499998,0.2529236525297165,0.045660361647605896,0.4464207116332563
6 m,148.749998,0.33299392461776733,0.045163191854953766,0.3681695301005311
6 m,148.999998,0.37384022772312164,0.04466602951288223,0.23742595493172755
6 m,149.249998,0.35811375081539154,0.0441688671708107,0.29670602310755423
6 m,149.499998,0.2983161583542824,0.043671704828739166,0.37759161881670916
6 m,149.749998,0.22971847653388977,0.04317454248666763,0.3441958853275916
6 m,149.999998,0.15477950125932693,0.0426773726940155,0.3010018572777426
6 m,150.249998,0.07896403968334198,0.04218021035194397,0.21658429020492245
6 m,150.499998,0.026415690779685974,0.041683048009872437,0.17134321387208556
6 m,150.749998,-0.020113930106163025,0.0411858856678009,0.21551283788772
6 m,150.999998,-0.0706992894411087,0.04068872332572937,0.2563671121966442
6 m,151.249998,-0.11019536107778549,0.04019155353307724,0.20290680637338668
6 m,151.499998,-0.13109778612852097,0.03969439119100571,0.12537732227956283
6 m,151.749998,-0.11470305919647217,0.039197228848934174,0.16736834142431323
6 m,151.999998,-0.08643317222595215,0.03870006650686264,0.20397065771580578
6 m,152.249998,-0.055157631635665894,0.03820290416479111,0.20817170402713825
6 m,152.499998,0.004730783402919769,0.037705741822719574,0.20839253165953886
6 m,152.749998,0.05957154184579849,0.037208572030067444,0.17976745036905756
6 m,152.999998,0.07986640930175781,0.03671140968799591,0.1555316185183664
6 m,153.249998,0.08000307530164719,0.03621424734592438,0.15488494405031197
6 m,153.499998,0.057956770062446594,0.035717085003852844,0.21019562635259198
6 m,153.749998,0.031531624495983124,0.03521992266178131,0.24101749391563937
6 m,153.999998,-0.002246461808681488,0.03472275286912918,0.23781993222567632
6 m,154.249998,-0.048078201711177826,0.03422559052705765,0.14779487300858615
6 m,154.499998,-0.07685084640979767,0.033728428184986115,0.0539083748079528
6 m,154.749998,-0.08559025824069977,0.03323126584291458,0.04446357628513655
6 m,154.999998,-0.08664431422948837,0.03273410350084305,0.04519088883460905
6 m,155.249998,-0.08618201315402985,0.03223693370819092,0.04525591259945634
6 m,155.499998,-0.09123766422271729,0.031739771366119385,0.03227565861328669
6 m,155.749998,-0.0862964615225792,0.03124260902404785,0.04881648787129904
6 m,155.999998,-0.0690271258354187,0.03074544668197632,0.08320009974349848
6 m,156.249998,-0.04008999466896057,0.030248284339904785,0.12728323706460182
6 m,156.499998,-0.018615759909152985,0.029751114547252655,0.12363015890435029
6 m,156.749998,-0.02244914323091507,0.029253952205181122,0.14044080555206234
6 m,156.999998,-0.04757838696241379,0.02875678986310959,0.21741377136625675
6 m,157.249998,-0.07988066971302032,0.028259627521038055,0.25680727464255626
6 m,157.499998,-0.11739562451839447,0.027762465178966522,0.2420450635242098
6 m,157.749998,-0.1573171764612198,0.027265295386314392,0.1853694154831037
6 m,157.999998,-0.191152885556221,0.02676813304424286,0.09325626717001977
6 m,158.249998,-0.20553114265203476,0.026270970702171326,0.06698486314995272
6 m,158.499998,-0.1963387131690979,0.025773808360099792,0.06692365284796083
6 m,158.749998,-0.1748565286397934,0.02527664601802826,0.10923100716672246
6 m,158.999998,-0.14311113953590393,0.024779483675956726,0.19861675151850827
6 m,159.249998,-0.10471707582473755,0.024282313883304596,0.2396858802668858
6 m,159.499998,-0.07708188146352768,0.023785151541233063,0.2029800369286238
6 m,159.749998,-0.05330628901720047,0.02328798919916153,0.1539435834109131
6 m,159.999998,-0.02599310129880905,0.022790826857089996,0.12610021490764114
6 m,160.249998,-0.01467519998550415,0.022293664515018463,0.12406813019862437
6 m,160.499998,-0.006079331040382385,0.021796494722366333,0.14164250975614145
6 m,160.749998,0.01128438115119934,0.0212993323802948,0.17506819897940834
6 m,160.999998,0.04070308804512024,0.020802170038223267,0.17100900214312534
6 m,161.249998,0.06847264617681503,0.020305007696151733,0.09166453891022926
6 m,161.499998,0.07133087515830994,0.0198078453540802,0.07052848866583823
6 m,161.749998,0.06278087943792343,0.01931067556142807,0.07477740657645474
6 m,161.999998,0.0649082288146019,0.018813513219356537,0.07523826303438427
6 m,162.249998,0.06323923915624619,0.018316350877285004,0.06769171547200961
6 m,162.499998,0.05937842279672623,0.01781918853521347,0.05883789545598032
6 m,162.749998,0.07843028753995895,0.017322026193141937,0.11739387955563965
6 m,162.999998,0.10551367700099945,0.016824856400489807,0.1329872267215607
6 m,163.249998,0.11277978867292404,0.016327694058418274,0.11778785712719848
6 m,163.499998,0.0955762043595314,0.01583053171634674,0.17034281193897707
6 m,163.749998,0.060014039278030396,0.015333369374275208,0.23162699183938662
6 m,163.999998,0.018222607672214508,0.014836207032203674,0.26762926852102487
6 m,164.249998,-0.025067918002605438,0.014339037239551544,0.25550791949740337
6 m,164.499998,-0.06447487324476242,0.013841874897480011,0.1501765854078574
6 m,164.749998,-0.07643511146306992,0.013344712555408478,0.08088441106266929
6 m,164.999998,-0.06592775881290436,0.012847550213336945,0.09013838844587176
6 m,165.249998,-0.0588749498128891,0.012350387871265411,0.07650118837719584
6 m,165.499998,-0.056902848184108734,0.011853225529193878,0.0702378935470728
6 m,165.749998,-0.06361057609319687,0.011356055736541748,0.08613939683775655
6 m,165.999998,-0.08138573914766312,0.010858893394470215,0.10459881675383864
6 m,166.249998,-0.09873497486114502,0.010361731052398682,0.07949147435867884
6 m,166.499998,-0.09894472360610962,0.009864568710327148,0.07840652315025341
6 m,166.749998,-0.08784783631563187,0.009367406368255615,0.10061822249878122
6 m,166.999998,-0.07243090122938156,0.008870236575603485,0.100536459956488
6 m,167.249998,-0.06110280752182007,0.008373074233531952,0.09025464817369487
6 m,167.499998,-0.056440167129039764,0.007875911891460419,0.07743567907896225
6 m,167.749998,-0.062157273292541504,0.0073787495493888855,0.09612270017613506
6 m,167.999998,-0.08175508677959442,0.006881587207317352,0.11193353376286419
6 m,168.249998,-0.10214667022228241,0.006384417414665222,0.07562334739617299
6 m,168.499998,-0.10745374858379364,0.005887255072593689,0.05841830662590472
6 m,168.749998,-0.10208375006914139,0.005390092730522156,0.07615192770773441
6 m,168.999998,-0.0856119841337204,0.0048929303884506226,0.10979698238857827
6 m,169.249998,-0.054246626794338226,0.004395768046379089,0.14413338693486677
6 m,169.499998,-0.010682158172130585,0.0038985982537269592,0.17499936172136518
6 m,169.749998,0.03259553760290146,0.003401435911655426,0.16916438373074266
6 m,169.999998,0.06344780325889587,0.002904273569583893,0.13849572049827516
6 m,170.249998,0.08068504184484482,0.0024071112275123596,0.09901712152229634
6 m,170.499998,0.08399208635091782,0.0019099488854408264,0.08683227810514209
6 m,170.749998,0.07072370499372482,0.0014127790927886963,0.12012332849801474
6 m,170.999998,0.039638034999370575,0.0009156167507171631,0.1510904936716745
6 m,171.249998,0.007580026984214783,0.0004184544086456299,0.12213038304725615
6 m,171.499998,-0.0022025257349014282,-7.870793342590332e-05,0.09231449786938745
6 m,171.749998,0.006138242781162262,-0.0005758702754974365,0.11782296704645985
6 m,171.999998,0.021781310439109802,-0.0010730326175689697,0.13797265109986126
6 m,172.249998,0.04980112612247467,-0.0015702024102210999,0.15868192353404564
6 m,172.499998,0.08970408141613007,-0.002067364752292633,0.16516495098093678
6 m,172.749998,0.12213729321956635,-0.0025645270943641663,0.11042967417822201
6 m,172.999998,0.12296783924102783,-0.0030616894364356995,0.10790831895802107
6 m,173.249998,0.0948801264166832,-0.0035588517785072327,0.18148527482176535
6 m,173.499998,0.05542808026075363,-0.004056021571159363,0.24116643218157577
6 m,173.749998,0.01693326234817505,-0.004553183913230896,0.25056342703660756
6 m,173.999998,-0.016617409884929657,-0.005050346255302429,0.1889832306075427
6 m,174.249998,-0.03965504467487335,-0.005547508597373962,0.10918679585244603
6 m,174.499998,-0.04079245775938034,-0.006044670939445496,0.10043027073112187
6 m,174.749998,-0.024261444807052612,-0.006541840732097626,0.09660144973371475
6 m,174.999998,-0.004094362258911133,-0.007039003074169159,0.07231830251038145
6 m,175.249998,0.021456822752952576,-0.007536165416240692,0.08233972825392101
6 m,175.499998,0.039894089102745056,-0.008033327758312225,0.09702702898299305
6 m,175.749998,0.054176829755306244,-0.008530490100383759,0.10446685487480804
6 m,175.999998,0.06997010111808777,-0.009027659893035889,0.08312112478232886
6 m,176.249998,0.08005597442388535,-0.009524822235107422,0.05434399362089148
6 m,176.499998,0.07695192843675613,-0.010021984577178955,0.06593485327494222
6 m,176.749998,0.06343602389097214,-0.010519146919250488,0.08720989197752346
6 m,176.999998,0.045734405517578125,-0.011016309261322021,0.06480952823999084
6 m,177.249998,0.041678495705127716,-0.011513479053974152,0.05536442229728801
6 m,177.499998,0.06169760227203369,-0.012010641396045685,0.14886971620915326
6 m,177.749998,0.11792058497667313,-0.012507803738117218,0.30655852507753706
6 m,177.999998,0.18557952344417572,-0.013004966080188751,0.3662218045409752
6 m,178.249998,0.2765020877122879,-0.013502128422260284,0.4047746825681576
6 m,178.499998,0.35912835597991943,-0.013999290764331818,0.3445776272471492
6 m,178.749998,0.3886849135160446,-0.014496460556983948,0.25189340353539463
6 m,178.999998,0.3751867339015007,-0.014993622899055481,0.29687974739602735
6 m,179.249998,0.3366321325302124,-0.015490785241127014,0.3323141504884313
6 m,179.499998,0.29498758167028427,-0.015987947583198547,0.28721693764447626
6 m,179.749998,0.26485826820135117,-0.01648510992527008,0.24572665431150068
6 m,179.999998,0.22584254294633865,-0.01698227971792221,0.17447584960768478
6 m,180.249998,0.1951715052127838,-0.017479442059993744,0.18464601922880658
6 m,180.499998,0.18693917989730835,-0.017976604402065277,0.20462405482232818
6 m,180.749998,0.15370263159275055,-0.01847376674413681,0.2425927336625248
6 m,180.999998,0.11957729607820511,-0.018970929086208344,0.19987832528981667
6 m,181.249998,0.10518710315227509,-0.019468098878860474,0.13960945651549353
6 m,181.499998,0.10645103454589844,-0.019965261220932007,0.14189695564382346
6 m,181.749998,0.12541988492012024,-0.02046242356300354,0.1501006821839093
6 m,181.999998,0.17669449001550674,-0.020959585905075073,0.2076522368433629
6 m,182.249998,0.21902114152908325,-0.021456748247146606,0.22355033711858122
6 m,182.499998,0.25184132158756256,-0.021953918039798737,0.17428512510737046
6 m,182.749998,0.2693718671798706,-0.02245108038187027,0.1601922105146335
6 m,182.999998,0.2620142996311188,-0.022948242723941803,0.1808257978681187
6 m,183.249998,0.2303159087896347,-0.023445405066013336,0.285157737269765
6 m,183.499998,0.1866520792245865,-0.02394256740808487,0.30468288205320476
6 m,183.749998,0.1396598443388939,-0.024439737200737,0.20831410590638363
6 m,183.999998,0.12163195759057999,-0.024936899542808533,0.1618989415082637
6 m,184.249998,0.11969778686761856,-0.025434061884880066,0.1582789369388368
6 m,184.499998,0.1301964893937111,-0.0259312242269516,0.17682127542755383
6 m,184.749998,0.14873554557561874,-0.026428386569023132,0.14629117118414195
6 m,184.999998,0.13363510370254517,-0.026925548911094666,0.21806585818052454
6 m,185.249998,0.0747833400964737,-0.027422718703746796,0.3233334090256489
6 m,185.499998,0.002181798219680786,-0.02791988104581833,0.3632544697101969
6 m,185.749998,-0.06884785741567612,-0.028417043387889862,0.34476138469673673
6 m,185.999998,-0.12972146272659302,-0.028914205729961395,0.25783618858784685
6 m,186.249998,-0.17598352581262589,-0.02941136807203293,0.11698209072580557
6 m,186.499998,-0.19950071722269058,-0.02990853786468506,0.050747053204891555
6 m,186.749998,-0.21206173300743103,-0.030405700206756592,0.08960921765915725
6 m,186.999998,-0.21924779564142227,-0.030902862548828125,0.09283635167617008
6 m,187.249998,-0.20647883415222168,-0.03140002489089966,0.13635791319831891
6 m,187.499998,-0.17462100833654404,-0.03189718723297119,0.22776754132282873
6 m,187.749998,-0.1088358610868454,-0.03239435702562332,0.37627791974249525
6 m,187.999998,-0.019280731678009033,-0.032891519367694855,0.4540089986068574
6 m,188.249998,0.06428960710763931,-0.03338868170976639,0.38458365184230153
6 m,188.499998,0.1274741366505623,-0.03388584405183792,0.2365088267982908
6 m,188.749998,0.15428990870714188,-0.034383006393909454,0.1452532858434337
6 m,188.999998,0.1501166746020317,-0.034880176186561584,0.15118212209585533
6 m,189.249998,0.13310831040143967,-0.03537733852863312,0.15921408730008904
6 m,189.499998,0.09637046605348587,-0.03587450087070465,0.11021582573635835
6 m,189.749998,0.06487827003002167,-0.036371663212776184,0.0852794812227224
6 m,189.999998,0.039783626794815063,-0.03686882555484772,0.12579503543504672
6 m,190.249998,0.010504297912120819,-0.03736599534749985,0.1429144561463075
6 m,190.499998,-0.017590709030628204,-0.03786315768957138,0.13125924538482067
6 m,190.749998,-0.03745730221271515,-0.038360320031642914,0.10160877608032028
6 m,190.999998,-0.03440665453672409,-0.03885748237371445,0.11503820777260043
6 m,191.249998,-0.012588217854499817,-0.03935464471578598,0.1585131363921387
6 m,191.499998,0.013613462448120117,-0.03985180705785751,0.16432427045749612
6 m,191.749998,0.03666958212852478,-0.040348976850509644,0.1267186031966448
6 m,191.999998,0.0403100922703743,-0.04084613919258118,0.11779646422633964
6 m,192.249998,0.016760878264904022,-0.04134330153465271,0.1982911066630547
6 m,192.499998,-0.032823726534843445,-0.04184046387672424,0.27456765596429344
6 m,192.749998,-0.09232936054468155,-0.042337626218795776,0.2492802746703242
6 m,192.999998,-0.1089613288640976,-0.042834796011447906,0.20727677357338056
6 m,193.249998,-0.09036705642938614,-0.04333195835351944,0.26923950056169066
6 m,193.499998,-0.05216442793607712,-0.04382912069559097,0.32974675216374544
6 m,193.749998,0.009729668498039246,-0.044326283037662506,0.3557590369161356
6 m,193.999998,0.08642246574163437,-0.04482344537973404,0.3083516801843774
6 m,194.249998,0.12971258163452148,-0.04532061517238617,0.1804168469781894
6 m,194.499998,0.1322663500905037,-0.0458177775144577,0.16483365847454656
6 m,194.749998,0.09617474675178528,-0.046314939856529236,0.20634681038398092
6 m,194.999998,0.047423139214515686,-0.04681210219860077,0.24809713304145614
6 m,195.249998,-0.008028358221054077,-0.0473092645406723,0.2823921251300186
6 m,195.499998,-0.06918831169605255,-0.04780643433332443,0.23442565947543528
6 m,195.749998,-0.11340135335922241,-0.048303596675395966,0.11478663111482766
6 m,195.999998,-0.12511903792619705,-0.0488007590174675,0.08666372306047644
6 m,196.249998,-0.13130079954862595,-0.04929792135953903,0.07040340091891512
6 m,196.499998,-0.1319424733519554,-0.049795083701610565,0.06766605161821487
6 m,196.749998,-0.11732009798288345,-0.050292253494262695,0.07615918212136348
6 m,196.999998,-0.08611755073070526,-0.05078941583633423,0.11791482029754288
6 m,197.249998,-0.0641000047326088,-0.05128657817840576,0.11961594304257128
6 m,197.499998,-0.04846610873937607,-0.051783740520477295,0.11763100662774356
6 m,197.749998,-0.028503097593784332,-0.05228090286254883,0.11207179774741055
6 m,197.999998,-0.015137337148189545,-0.05277806520462036,0.08566079477428383
6 m,198.249998,-0.01294805109500885,-0.05327523499727249,0.07795593032013838
6 m,198.499998,-0.019804157316684723,-0.053772397339344025,0.07626494033128814
6 m,198.749998,-0.03440230339765549,-0.05426955968141556,0.05735485478723158
6 m,198.999998,-0.04254613071680069,-0.05476672202348709,0.06809681979061986
6 m,199.249998,-0.05409378558397293,-0.055263884365558624,0.07269104552466915
6 m,199.499998,-0.07243165373802185,-0.055761054158210754,0.07141619378936935
6 m,199.749998,-0.08146026730537415,-0.05625821650028229,0.06542683466409263
6 m,199.999998,-0.07456269860267639,-0.05675537884235382,0.08805244020821426
6 m,200.249998,-0.06393972039222717,-0.057252541184425354,0.11586963404056747
6 m,200.499998,-0.05569090694189072,-0.05774970352649689,0.11151758779288935
6 m,200.749998,-0.044356562197208405,-0.05824687331914902,0.10138563428077156
6 m,200.999998,-0.028727971017360687,-0.05874403566122055,0.101605145085311
6 m,201.249998,0.00013730674982070923,-0.059241198003292084,0.12506619252242074
6 m,201.499998,0.028170503675937653,-0.05973836034536362,0.1669837357231903
6 m,201.749998,0.05480287969112396,-0.06023552268743515,0.20246090141949466
6 m,201.999998,0.09139685332775116,-0.06073269248008728,0.19471497311601685
6 m,202.249998,0.10516685247421265,-0.061229854822158813,0.15089189945285747
6 m,202.499998,0.0767507404088974,-0.06172701716423035,0.247545683729948
6 m,202.749998,0.02300103008747101,-0.06222417950630188,0.32837344685111136
6 m,202.999998,-0.055956654250621796,-0.06272134184837341,0.3665265401721761
6 m,203.249998,-0.12414770573377609,-0.06321851164102554,0.30513517111832406
6 m,203.499998,-0.17959409207105637,-0.06371567398309708,0.205883542256019
6 m,203.749998,-0.22278036177158356,-0.06421283632516861,0.08497714194017922
6 m,203.999998,-0.23492229729890823,-0.06470999866724014,0.06438037922085244
6 m,204.249998,-0.23056838661432266,-0.06520716100931168,0.0715990019552962
6 m,204.499998,-0.22082387655973434,-0.06570432335138321,0.08927875040937962
6 m,204.749998,-0.2047027051448822,-0.06620149314403534,0.08566885312718842
6 m,204.999998,-0.19765430688858032,-0.06669865548610687,0.09333411965428759
6 m,205.249998,-0.18251866102218628,-0.0671958178281784,0.08344126285852371
6 m,205.499998,-0.1725732684135437,-0.06769298017024994,0.048004344760965094
6 m,205.749998,-0.17969627678394318,-0.06819014251232147,0.06748314311552836
6 m,205.999998,-0.19238897413015366,-0.0686873123049736,0.0659192172401832
6 m,206.249998,-0.20969432592391968,-0.06918447464704514,0.08037946904955283
6 m,206.499998,-0.23053719848394394,-0.06968163698911667,0.09479104857618542
6 m,206.749998,-0.24535148590803146,-0.0701787993311882,0.07669409331120268
6 m,206.999998,-0.25176766514778137,-0.07067596167325974,0.0559213597678639
6 m,207.249998,-0.23686979711055756,-0.07117313146591187,0.1077713582269728
6 m,207.499998,-0.20923548191785812,-0.0716702938079834,0.15766066918507515
6 m,207.749998,-0.17629404366016388,-0.07216745615005493,0.19164988633757626
6 m,207.999998,-0.12685710191726685,-0.07266461849212646,0.19793989177838442
6 m,208.249998,-0.08075550198554993,-0.073161780834198,0.16035903413296917
6 m,208.499998,-0.05631139129400253,-0.07365895062685013,0.1098610214985737
6 m,208.749998,-0.04082782566547394,-0.07415611296892166,0.06759207935315552
6 m,208.999998,-0.028513245284557343,-0.0746532753109932,0.06989279742400475
6 m,209.249998,-0.007468022406101227,-0.07515043765306473,0.11353014516221561
6 m,209.499998,0.015850238502025604,-0.07564759999513626,0.14217969157534563
6 m,209.749998,0.032795727252960205,-0.07614476978778839,0.15072858040583564
6 m,209.999998,0.05428803712129593,-0.07664193212985992,0.13164206716018467
6 m,210.249998,0.07715294510126114,-0.07713909447193146,0.07595106779287152
6 m,210.499998,0.08055794984102249,-0.07763625681400299,0.06624526170854564
6 m,210.749998,0.058153003454208374,-0.07813341915607452,0.12008580156120506
6 m,210.999998,0.015267446637153625,-0.07863058149814606,0.19165369832056883
6 m,211.249998,-0.03851728141307831,-0.07912775129079819,0.256522331141068
6 m,211.499998,-0.08794183284044266,-0.07962491363286972,0.262332813172068
6 m,211.749998,-0.12245504558086395,-0.08012207597494125,0.2012584388980186
6 m,211.999998,-0.13040964305400848,-0.08061923831701279,0.17286574805287494
6 m,212.249998,-0.11717399954795837,-0.08111640065908432,0.19868470071073552
6 m,212.499998,-0.09982463717460632,-0.08161357045173645,0.18720724216625498
6 m,212.749998,-0.07875648140907288,-0.08211073279380798,0.14828923563796065
6 m,212.999998,-0.06341920047998428,-0.08260789513587952,0.10633581507064718
6 m,213.249998,-0.06955739855766296,-0.08310505747795105,0.11128689074888977
6 m,213.499998,-0.08758796751499176,-0.08360221982002258,0.09463083758762482
6 m,213.749998,-0.1048382967710495,-0.08409938961267471,0.04989835099675785
6 m,213.999998,-0.10998812317848206,-0.08459655195474625,0.04514122434029682
6 m,214.249998,-0.12169581651687622,-0.08509371429681778,0.10040214068377133
6 m,214.499998,-0.159674771130085,-0.08559087663888931,0.17538911146127878
6 m,214.749998,-0.20249488204717636,-0.08608803898096085,0.20664126503162258
6 m,214.999998,-0.24306507408618927,-0.08658520877361298,0.21043305585621913
6 m,215.249998,-0.27506112307310104,-0.08708237111568451,0.1626757643649626
6 m,215.499998,-0.2908197492361069,-0.08757953345775604,0.11392873959126668
6 m,215.749998,-0.29631374031305313,-0.08807669579982758,0.09826284399062592
6 m,215.999998,-0.2839747220277786,-0.08857385814189911,0.10014415390860078
6 m,216.249998,-0.26240673661231995,-0.08907102793455124,0.0793826078167178
6 m,216.499998,-0.24994852393865585,-0.08956819027662277,0.06433468649668127
6 m,216.749998,-0.2430579960346222,-0.0900653526186943,0.056430744322793346
6 m,216.999998,-0.2525182291865349,-0.09056251496076584,0.07308232342757301
6 m,217.249998,-0.26180166751146317,-0.09105967730283737,0.07876120864309748
6 m,217.499998,-0.2664121985435486,-0.0915568396449089,0.08034799545541171
6 m,217.749998,-0.2694958746433258,-0.09205400943756104,0.07391212555903215
6 m,217.999998,-0.2690831795334816,-0.09255117177963257,0.073590200435398
6 m,218.249998,-0.24792595207691193,-0.0930483341217041,0.12783891599176048
6 m,218.499998,-0.20965855568647385,-0.09354549646377563,0.1945100049127732
6 m,218.749998,-0.16975786536931992,-0.09404265880584717,0.1745264154950694
6 m,218.999998,-0.14433839917182922,-0.0945398285984993,0.13854000950273468
6 m,219.249998,-0.1275431513786316,-0.09503699094057083,0.10162528319431413
6 m,219.499998,-0.11868369579315186,-0.09553415328264236,0.08238940216056188
6 m,219.749998,-0.1354188770055771,-0.0960313156247139,0.13400696746144605
6 m,219.999998,-0.16978982836008072,-0.09652847796678543,0.15632971606196985
6 m,220.249998,-0.19756297022104263,-0.09702564775943756,0.1201847682454053
6 m,220.499998,-0.20374754071235657,-0.0975228101015091,0.10863199752479763
6 m,220.749998,-0.194265715777874,-0.09801997244358063,0.13615014819385288
6 m,220.999998,-0.18305665999650955,-0.09851713478565216,0.1532386709093059
6 m,221.249998,-0.16856590658426285,-0.0990142971277237,0.15533385412309092
6 m,221.499998,-0.11460850387811661,-0.09951146692037582,0.19623201074233534
6 m,221.749998,-0.06854362785816193,-0.10000862926244736,0.19691396514823103
6 m,221.999998,-0.057307131588459015,-0.10050579160451889,0.17993275565779548
6 m,222.249998,-0.07680785655975342,-0.10100295394659042,0.23452878863451665
6 m,222.499998,-0.12527446448802948,-0.10150011628866196,0.3383488803959854
6 m,222.749998,-0.18547514081001282,-0.10199728608131409,0.414938933304634
6 m,222.999998,-0.25979333370923996,-0.10249444842338562,0.41826615323709904
6 m,223.249998,-0.3441372811794281,-0.10299161076545715,0.26002684051005437
6 m,223.499998,-0.3864472582936287,-0.10348877310752869,0.09417457167651294
6 m,223.749998,-0.3770068362355232,-0.10398593544960022,0.13598122536922697
6 m,223.999998,-0.34239912033081055,-0.10448309779167175,0.20781038596414456
6 m,224.249998,-0.3103303015232086,-0.10498026758432388,0.19252786895796042
6 m,224.499998,-0.2818112298846245,-0.10547742992639542,0.16378486531058722
6 m,224.749998,-0.23557353019714355,-0.10597459226846695,0.17778991558399268
6 m,224.999998,-0.20579933375120163,-0.10647175461053848,0.14587566493179827
6 m,225.249998,-0.21073028445243835,-0.10696891695261002,0.15899133648555727
6 m,225.499998,-0.23217444121837616,-0.10746608674526215,0.17934778069444146
6 m,225.749998,-0.23233069479465485,-0.10796324908733368,0.17985092296325095
6 m,225.999998,-0.22069763392210007,-0.10846041142940521,0.18221773877229372
6 m,226.249998,-0.22607261687517166,-0.10895757377147675,0.17672913219831987
6 m,226.499998,-0.24737554043531418,-0.10945473611354828,0.15435484811123015
6 m,226.749998,-0.2476605474948883,-0.10995190590620041,0.1519917840307331
6 m,226.999998,-0.24465107917785645,-0.11044906824827194,0.1450618213282321
6 m,227.249998,-0.2517506927251816,-0.11094623059034348,0.13582043962755827
6 m,227.499998,-0.25953037291765213,-0.11144339293241501,0.10755448266176898
6 m,227.749998,-0.23757945746183395,-0.11194055527448654,0.1692532923973795
6 m,227.999998,-0.20574812591075897,-0.11243772506713867,0.17558749352932418
6 m,228.249998,-0.18294846266508102,-0.1129348874092102,0.12871645002521587
6 m,228.499998,-0.17817062139511108,-0.11343204975128174,0.11118034693352621
6 m,228.749998,-0.19089368730783463,-0.11392921209335327,0.14282862288194698
6 m,228.999998,-0.2123209536075592,-0.1144263744354248,0.15134246795905504
6 m,229.249998,-0.22256126254796982,-0.11492354422807693,0.12980694733160453
6 m,229.499998,-0.21167513728141785,-0.11542070657014847,0.17469060783905682
6 m,229.749998,-0.182174414396286,-0.11591786891222,0.21421013375261516
6 m,229.999998,-0.13968048989772797,-0.11641503125429153,0.21708180213391004
6 m,230.249998,-0.08830171823501587,-0.11691219359636307,0.20215626708294476
6 m,230.499998,-0.046972326934337616,-0.1174093559384346,0.13684446113502644
6 m,230.749998,-0.01432933658361435,-0.11790652573108673,0.09163898195905124
6 m,230.999998,0.011844165623188019,-0.11840368807315826,0.11575364475084261
6 m,231.249998,0.014786332845687866,-0.1189008504152298,0.12380755185503951
6 m,231.499998,-0.01204710453748703,-0.11939801275730133,0.23204984602610787
6 m,231.749998,-0.06734532862901688,-0.11989517509937286,0.3397754386948009
6 m,231.999998,-0.14478707313537598,-0.120392344892025,0.39587526129387496
6 m,232.249998,-0.22943641245365143,-0.12088950723409653,0.4196078706798907
6 m,232.499998,-0.31711533665657043,-0.12138666957616806,0.3335131404348267
6 m,232.749998,-0.38367635011672974,-0.1218838319182396,0.16395932681385209
6 m,232.999998,-0.40635961294174194,-0.12238099426031113,0.06682317498548375
6 m,233.249998,-0.39770445972681046,-0.12287816405296326,0.0965056639801782
6 m,233.499998,-0.3750660791993141,-0.12337532639503479,0.15584303933707674
6 m,233.749998,-0.33781127631664276,-0.12387248873710632,0.18935628454893885
6 m,233.999998,-0.2869974970817566,-0.12436965107917786,0.19738415678498236
6 m,234.249998,-0.23263511806726456,-0.12486681342124939,0.20501574660362562
6 m,234.499998,-0.18436461687088013,-0.12536398321390152,0.18362595028525458
6 m,234.749998,-0.15528026968240738,-0.12586114555597305,0.1273755868570258
6 m,234.999998,-0.13030248135328293,-0.1263583078980446,0.10285670651079352
6 m,235.249998,-0.09603411704301834,-0.12685547024011612,0.14072364631440976
6 m,235.499998,-0.06594002991914749,-0.12735263258218765,0.1505450411786205
6 m,235.749998,-0.054605334997177124,-0.12784980237483978,0.14183540720463114
6 m,235.999998,-0.0434330552816391,-0.12834696471691132,0.13900007433824077
6 m,236.249998,-0.01712726056575775,-0.12884412705898285,0.14244284545311287
6 m,236.499998,0.02056588977575302,-0.12934128940105438,0.15114999391569167
6 m,236.749998,0.04604983329772949,-0.12983845174312592,0.17647596778288435
6 m,236.999998,0.05966775119304657,-0.13033561408519745,0.18286060397111878
6 m,237.249998,0.074132539331913,-0.13083278387784958,0.15305358012343834
6 m,237.499998,0.07794586569070816,-0.1313299462199211,0.14204699047665462
6 m,237.749998,0.04290247708559036,-0.13182710856199265,0.2255505228925277
